MonthGive,Region,YearsGive,AveDonAmt,LastDonAmt,DonPerYear,NewDonor,Age20t29,Age20t39,Age60pls,Age70pls,Age80pls,AdultAge,SomeUnivP,FinUnivP,hh1t2mem,hh1mem,AveIncEA,DwelValEA,EngPrmLang
No,R4,8,26.66666667,50,0.375,No,0.130952381,0.333333333,0.083333333,0.035714286,0.011904762,41.2,0.076923077,0,0.4,0,54972,116080,1
Yes,R1,2,21.66666667,25,1.5,No,0.232,0.384,0.272,0.192,0.072,47.51327434,0.214285714,0.095238095,0.838235294,0.382352941,42137,187138,0.858333333
Yes,R2,9,100,100,0.222222222,No,0.086956522,0.201086957,0.184782609,0.086956522,0.027173913,49.45985402,0.58778626,0.396946565,0.451612903,0.112903226,113629,657676,0.961956522
Yes,R5,3,23.75,20,1.333333333,No,0.067164179,0.194029851,0.26119403,0.141791045,0.02238806,52.06,0.154639175,0.072164949,0.62,0.1,37519,177184,0.948529412
Yes,R6,6,37.5,50,0.333333333,No,0.102272727,0.306818182,0.181818182,0.090909091,0.034090909,46.62686567,0.15625,0.078125,0.611111111,0.25,39815,75750,1
Yes,R2,5,36.66666667,50,0.6,No,0.152380952,0.338095238,0.238095238,0.1,0.019047619,47.18452381,0.287581699,0.104575163,0.605263158,0.355263158,43949,273949,0.519607843
Yes,R2,2,25,25,0.5,No,0.129411765,0.317647059,0.135294118,0.076470588,0.023529412,44.37931035,0.169491525,0.050847458,0.583333333,0.319444444,37693,137851,0.98265896
Yes,R3,1,100,100,1,No,0.154185022,0.365638767,0.092511013,0.035242291,0.004405286,41.16666667,0.18404908,0.061349693,0.394366197,0.14084507,49866,224314,0.689361702
Yes,R2,3,25,25,0.333333333,No,0.163120567,0.404255319,0.056737589,0.028368794,0.014184397,38.83333333,0.337209302,0.127906977,0.571428571,0.321428571,27090,131210,0.778571429
Yes,R4,4,25,10,1,No,0.131355932,0.355932203,0.033898305,0.008474576,0.004237288,39.26666667,0.178082192,0.109589041,0.405405405,0.108108108,66281,161804,0.987394958
Yes,R1,1,20,20,1,No,0.120218579,0.284153006,0.224043716,0.12568306,0.032786885,48.3381295,0.152,0.04,0.602739726,0.205479452,42880,135596,1
Yes,R2,7,27.5,35,0.571428571,No,0.065693431,0.167883212,0.481751825,0.386861314,0.233576642,61.2195122,0.595744681,0.372340426,0.873015873,0.46031746,63670,417921,0.955357143
Yes,R2,4,150,50,2.25,No,0.160337553,0.341772152,0.172995781,0.088607595,0.012658228,45.2295082,0.265060241,0.174698795,0.4875,0.1625,54495,384851,0.75
Yes,R3,6,30,40,0.333333333,No,0.078125,0.270833333,0.09375,0.041666667,0.015625,44.296,0.247863248,0.11965812,0.379310345,0.137931035,65035,263318,0.978723404
Yes,R1,3,11,20,1.666666667,No,0.139372822,0.31010453,0.06271777,0.017421603,0.003484321,41.08648649,0.255813954,0.104651163,0.464646465,0.131313131,56330,170874,0.955172414
Yes,R3,8,27,25,0.625,No,0.156862745,0.37254902,0.196078431,0.137254902,0.058823529,47.02439024,0.057142857,0,0.740740741,0.444444444,32974,186445,1
Yes,R5,2,25,25,1,No,0.141078838,0.248962656,0.323651452,0.195020747,0.049792531,51.68527919,0.238095238,0.095238095,0.774774775,0.279279279,40040,152125,0.893004115
Yes,R2,3,10,10,0.666666667,No,0.111111111,0.273148148,0.226851852,0.12037037,0.037037037,48.61627907,0.438271605,0.209876543,0.538461539,0.128205128,67865,404802,0.820276498
Yes,R3,8,30,30,0.125,No,0.106280193,0.236714976,0.207729469,0.115942029,0.033816425,49.0974026,0.134328358,0.052238806,0.607594937,0.240506329,56022,346148,0.975609756
Yes,R2,1,50,50,1,No,0.163934426,0.31147541,0.118852459,0.057377049,0.016393443,43.81920904,0.432926829,0.201219512,0.386666667,0.173333333,48208,271473,0.4875
Yes,R1,7,15,5,0.285714286,No,0.097435897,0.241025641,0.184615385,0.112820513,0.025641026,48.45588235,0.263565892,0.11627907,0.528571429,0.185714286,53864,215930,0.994818653
Yes,R6,9,36.66666667,50,0.333333333,No,0.082125604,0.289855073,0.053140097,0.014492754,0.004830918,41.68503937,0.296,0.168,0.306451613,0.129032258,66558,116906,1
Yes,R2,3,58.33333333,100,1,No,0.081871345,0.187134503,0.309941521,0.16374269,0.040935673,53.10218978,0.560344828,0.439655172,0.597014925,0.194029851,89316,380673,0.911242604
Yes,R4,4,21,25,1.25,No,0.133333333,0.323809524,0.095238095,0.047619048,0,42.56338028,0.294871795,0.115384615,0.52631579,0.263157895,66015,159408,1
Yes,R3,8,10,10,0.25,No,0.085972851,0.266968326,0.067873303,0.031674208,0,42.68965517,0.416058394,0.262773723,0.333333333,0.060606061,77595,276564,0.921658986
Yes,R2,4,50,50,0.25,No,0.2,0.508333333,0.05,0.016666667,0,39.72727273,0.650943396,0.481132076,0.871428571,0.485714286,59991,228721,0.829059829
Yes,R1,10,15,5,0.5,No,0.139072848,0.304635762,0.125827815,0.059602649,0.006622517,43.2631579,0.150537634,0.032258065,0.5,0.196428571,33144,90704,0.862745098
Yes,R1,2,27.5,30,1,No,0.057142857,0.207142857,0.207142857,0.1,0.021428571,49.80769231,0.244680851,0.127659575,0.62745098,0.156862745,47489,234441,0.964028777
Yes,R2,12,30.55555556,50,0.75,No,0.218309859,0.408450704,0.183098592,0.098591549,0.028169014,44.11764706,0.347826087,0.243478261,0.720588235,0.441176471,48142,359109,0.767123288
Yes,R4,4,15,35,1.5,No,0.112107623,0.282511211,0.053811659,0.00896861,0.004484305,41.52205882,0.18852459,0.106557377,0.348484849,0.121212121,71592,121570,0.887892377
Yes,R2,3,25,25,1,No,0.182320442,0.408839779,0.038674033,0,0,37.46218487,0.276785714,0.125,0.461538462,0.138461539,48556,168449,0.865168539
Yes,R1,6,35,50,0.333333333,No,0.053191489,0.138297872,0.734042553,0.489361702,0.159574468,65.42696629,0.057971015,0.028985507,0.93220339,0.508474576,36376,76525,0.989473684
Yes,R4,9,50,50,0.444444444,No,0.141891892,0.310810811,0.135135135,0.087837838,0.027027027,44.47,0.12345679,0.086419753,0.571428571,0.321428571,36142,109035,0.972027972
Yes,R1,4,21,15,1.25,No,0.125925926,0.259259259,0.311111111,0.2,0.051851852,51.61261261,0.300970874,0.174757282,0.805970149,0.417910448,46467,196804,0.984962406
Yes,R3,6,31.66666667,25,0.5,No,0.090047393,0.251184834,0.222748815,0.118483412,0.047393365,49.6122449,0.227586207,0.124137931,0.6125,0.2625,42322,143350,1
Yes,R5,4,10,15,1,No,0.082191781,0.164383562,0.369863014,0.219178082,0.082191781,56.15,0.075471698,0.075471698,0.757575758,0.303030303,25930,157075,0.985294118
Yes,R3,1,25,25,1,No,0.159482759,0.418103448,0.051724138,0.012931035,0,38.79245283,0.230215827,0.100719425,0.397260274,0.109589041,50919,185165,0.725738397
Yes,R1,9,25,30,0.666666667,No,0.12745098,0.289215686,0.18627451,0.078431373,0.009803922,46.33098592,0.12,0.056,0.581081081,0.175675676,38980,132931,0.886138614
Yes,R3,6,30,25,0.333333333,No,0.124087591,0.306569343,0.065693431,0.025547445,0.00729927,42.16062176,0.277108434,0.132530121,0.369047619,0.142857143,63836,257684,0.896678967
Yes,R2,6,13.75,15,0.666666667,No,0.179104478,0.384328358,0.134328358,0.078358209,0.018656716,42.8960396,0.196721312,0.098360656,0.413793103,0.126436782,46312,439502,0.520446097
Yes,R1,3,15,5,0.666666667,No,0.200934579,0.35046729,0.177570094,0.107476636,0.023364486,44.5443038,0.677419355,0.44516129,0.573170732,0.146341463,45658,298042,0.869158879
Yes,R2,1,50,50,1,No,0.102941177,0.210784314,0.181372549,0.078431373,0.014705882,48.71153846,0.585526316,0.40131579,0.47826087,0.144927536,95106,475410,0.81372549
Yes,R1,1,100,100,1,No,0.037735849,0.100628931,0.51572327,0.245283019,0.031446541,59.33098592,0.365671642,0.141791045,0.833333333,0.152777778,65226,216821,0.98757764
Yes,R1,1,100,100,1,No,0.010869565,0.032608696,0.847826087,0.739130435,0.456521739,74.48351648,0.4375,0.2625,1,0.710144928,41575,209644,1
Yes,R1,2,15,10,1,No,0.05,0.157142857,0.257142857,0.121428571,0.021428571,52.50925926,0.527272727,0.272727273,0.62962963,0.092592593,85904,347794,0.977941177
Yes,R2,4,31.42857143,20,1.75,No,0.1875,0.4375,0.1875,0.089285714,0.035714286,44.28712871,0.344444444,0.222222222,0.855072464,0.492753623,40942,196661,0.929824561
Yes,R1,9,25,25,0.111111111,No,0.185483871,0.370967742,0.217741936,0.137096774,0.064516129,46.26666667,0.336538462,0.25,0.869565217,0.47826087,38475,180794,0.959016393
Yes,R1,10,20.55555556,25,0.9,No,0.052631579,0.153508772,0.228070175,0.083333333,0.013157895,50.92814371,0.463576159,0.311258278,0.524390244,0.085365854,72575,306816,0.97826087
Yes,R3,4,45.55555556,25,2.25,No,0.265151515,0.46969697,0.181818182,0.121212121,0.03030303,42.73214286,0.306122449,0.193877551,0.765625,0.3125,47435,165631,0.976923077
Yes,R1,4,13.5,25,0.75,No,0.11682243,0.313084112,0.144859813,0.060747664,0.023364486,44.73793103,0.285714286,0.126984127,0.452054795,0.095890411,51526,161870,0.913875598
Yes,R4,7,10,10,0.142857143,No,0.143382353,0.356617647,0.022058824,0.003676471,0,37.71875,0.116564417,0.036809816,0.24,0.04,70843,131755,0.882783883
Yes,R2,9,25,25,0.111111111,No,0.11790393,0.227074236,0.187772926,0.091703057,0.021834061,48.3902439,0.359756098,0.231707317,0.383561644,0.150684932,64756,385823,0.708695652
Yes,R2,7,25,25,0.285714286,No,0.167630058,0.329479769,0.144508671,0.069364162,0.034682081,44.28125,0.355371901,0.165289256,0.53968254,0.26984127,56964,396464,0.859649123
Yes,R2,9,35,50,0.222222222,No,0.082568807,0.224770642,0.197247706,0.110091743,0.02293578,49.21019108,0.515923567,0.382165605,0.472222222,0.111111111,89190,412314,0.908256881
Yes,R5,8,25,25,0.125,No,0.075268817,0.218637993,0.150537634,0.05734767,0.010752688,47.56345178,0.375,0.239130435,0.419354839,0.086021505,64193,239911,0.971119134
Yes,R3,8,13.33333333,10,0.75,No,0.1,0.245454546,0.15,0.063636364,0.018181818,46.46258503,0.223021583,0.107913669,0.402985075,0.104477612,61266,178450,0.944954128
Yes,R2,2,30,30,0.5,No,0.294117647,0.549019608,0.039215686,0,0,34.43589744,0.583333333,0.375,0.5,0.105263158,59134,437703,0.98019802
Yes,R2,2,31.25,50,2,No,0.080882353,0.169117647,0.272058824,0.132352941,0.036764706,52.06603774,0.535353535,0.383838384,0.706896552,0.310344828,87129,324197,0.925925926
Yes,R1,2,8.333333333,5,1.5,No,0.078947368,0.184210526,0.315789474,0.157894737,0.032894737,52.96062992,0.457142857,0.238095238,0.694915254,0.118644068,75167,362959,0.972222222
Yes,R2,4,75,100,0.5,No,0.076923077,0.218934911,0.183431953,0.100591716,0.023668639,49,0.531531532,0.396396396,0.45,0.15,81879,378608,0.847058824
Yes,R2,2,30,50,1,No,0.138686131,0.255474453,0.135036496,0.058394161,0.018248175,45.17098446,0.384180791,0.197740113,0.303797468,0.050632911,61639,408610,0.547794118
Yes,R3,12,20,20,0.083333333,No,0.152,0.356,0.084,0.04,0.016,40.93865031,0.153846154,0.070512821,0.384615385,0.141025641,44349,154514,0.798387097
Yes,R2,4,100,100,0.5,No,0.131818182,0.277272727,0.136363636,0.040909091,0.009090909,44.64102564,0.354166667,0.222222222,0.420289855,0.115942029,66109,327568,0.780821918
Yes,R3,9,16.25,20,0.444444444,No,0.138655462,0.352941177,0.100840336,0.046218487,0.016806723,41.81578947,0.195804196,0.062937063,0.410958904,0.123287671,40471,168643,0.807531381
Yes,R5,3,10,5,1.333333333,No,0.059782609,0.14673913,0.47826087,0.260869565,0.086956522,58.94936709,0.228571429,0.128571429,0.797468354,0.215189873,44371,177158,0.942528736
Yes,R5,10,21.66666667,35,0.9,No,0.083769634,0.204188482,0.282722513,0.183246073,0.120418848,53.82978723,0.194915254,0.101694915,0.628571429,0.3,37564,173438,0.884615385
Yes,R2,7,26.25,50,0.571428571,No,0.097938144,0.221649485,0.12371134,0.036082474,0.010309278,46.31386861,0.602836879,0.354609929,0.333333333,0.05,99599,418191,0.947916667
Yes,R1,6,27.5,50,0.333333333,No,0.080882353,0.125,0.477941177,0.308823529,0.080882353,59.01666667,0.657657658,0.486486487,0.724137931,0.155172414,107173,412212,0.977777778
Yes,R1,8,125,100,0.5,No,0.140495868,0.305785124,0.289256198,0.165289256,0.074380165,49.89320388,0.229166667,0.104166667,0.793650794,0.412698413,35678,211050,0.949579832
Yes,R5,1,10,10,1,No,0.091703057,0.270742358,0.061135371,0.030567686,0.008733625,42.8630137,0.258992806,0.122302158,0.328571429,0.085714286,71335,161299,1
Yes,R5,7,20,20,0.285714286,No,0.1,0.24,0.16,0.04,0,46.58333333,0.106060606,0,0.52631579,0.131578947,30207,128725,0.97
Yes,R3,2,100,100,1,No,0.194117647,0.388235294,0.141176471,0.058823529,0.011764706,42.7890625,0.182608696,0.069565217,0.68115942,0.173913044,51299,143980,0.957831325
Yes,R2,1,100,100,1,No,0.119565217,0.336956522,0.293478261,0.119565217,0.02173913,48.89655172,0.470588235,0.270588235,0.918032787,0.557377049,47597,367768,0.736842105
Yes,R1,9,20.83333333,20,0.666666667,No,0.09,0.18,0.44,0.31,0.12,58.23255814,0.116883117,0.064935065,0.826086957,0.282608696,40476,87807,1
Yes,R1,2,20,20,0.5,No,0.037974684,0.139240506,0.253164557,0.113924051,0.025316456,52.41666667,0.431034483,0.224137931,0.655172414,0.137931035,71103,372457,1
Yes,R1,1,22.5,20,2,No,0.101351351,0.25,0.466216216,0.398648649,0.256756757,59,0.371134021,0.237113402,0.875,0.555555556,37267,205532,0.982758621
Yes,R3,1,15,15,1,No,0.124463519,0.30472103,0.081545064,0.042918455,0.008583691,42.49673203,0.276119403,0.171641791,0.298507463,0.074626866,70395,224794,0.983122363
Yes,R1,1,30,30,1,No,0.068965517,0.181034483,0.422413793,0.267241379,0.137931035,58.1875,0.205882353,0.029411765,0.704545455,0.272727273,34914,186893,1
Yes,R5,10,27.5,20,0.4,No,0.12,0.24,0.125714286,0.045714286,0.005714286,45.19327731,0.286956522,0.173913044,0.482758621,0.086206897,58223,159308,0.994285714
Yes,R5,10,28.75,20,0.4,No,0.1,0.225,0.4875,0.2875,0.05,56.5915493,0.301587302,0.095238095,0.875,0.325,41915,164741,0.948717949
Yes,R2,9,16.66666667,20,0.333333333,No,0.080508475,0.241525424,0.165254237,0.072033898,0.016949153,47.66666667,0.25477707,0.146496815,0.511627907,0.186046512,70310,193779,0.966244726
Yes,R1,7,20,20,0.142857143,No,0.097560976,0.224390244,0.273170732,0.151219512,0.03902439,50.94375,0.396103896,0.194805195,0.646341463,0.195121951,52327,255716,0.903846154
Yes,R2,0,10,10,0,Yes,0.088082902,0.202072539,0.196891192,0.103626943,0.031088083,49.46099291,0.517006803,0.346938776,0.484375,0.234375,87681,534589,0.804232804
Yes,R2,8,10,10,0.125,No,0.121827411,0.370558376,0.081218274,0.030456853,0.005076142,40.77777778,0.191304348,0.060869565,0.349206349,0,56745,195665,0.94949495
Yes,R2,1,30,30,1,No,0.151960784,0.284313726,0.156862745,0.083333333,0.029411765,45.86184211,0.655629139,0.476821192,0.454545455,0.181818182,81167,533169,0.796019901
Yes,R4,2,15,20,1,No,0.12184874,0.331932773,0.079831933,0.037815126,0.004201681,41.26351351,0.222222222,0.097222222,0.391891892,0.121621622,60278,120391,0.970711297
Yes,R5,8,10,10,0.375,No,0.007407407,0.014814815,0.896296296,0.6,0.140740741,70.5037037,0.11965812,0.042735043,0.973684211,0.302631579,38139,119144,0.992537313
Yes,R2,7,20,20,0.142857143,No,0.107638889,0.305555556,0.048611111,0.013888889,0.006944444,40.8972973,0.333333333,0.157575758,0.243902439,0.036585366,76660,304876,0.706293706
Yes,R2,9,25,25,0.222222222,No,0.089655172,0.2,0.44137931,0.372413793,0.227586207,59.70491803,0.24742268,0.144329897,0.820512821,0.551282051,30894,150599,0.696296296
Yes,R1,5,5,5,0.2,No,0.114754098,0.229508197,0.360655738,0.262295082,0.109289618,54.82876712,0.1953125,0.015625,0.735632184,0.367816092,35759,130675,0.994535519
Yes,R1,3,37.5,25,0.666666667,No,0.157068063,0.387434555,0.083769634,0.036649215,0.010471204,40.53676471,0.25,0.137931035,0.536231884,0.188405797,40090,179281,0.968586387
Yes,R6,4,30,25,1.5,No,0.096385542,0.228915663,0.222891566,0.156626506,0.054216868,50.3852459,0.266129032,0.137096774,0.652173913,0.333333333,45655,101901,0.903614458
Yes,R2,7,45,50,0.285714286,No,0.081481482,0.233333333,0.062962963,0.018518519,0,43.08187135,0.37037037,0.203703704,0.281690141,0.070422535,73726,339370,0.743494424
Yes,R2,11,10,10,0.090909091,No,0.128787879,0.25,0.257575758,0.159090909,0.068181818,50.62,0.208333333,0.09375,0.758064516,0.387096774,31322,175409,0.916666667
Yes,R2,1,50,50,1,No,0.118483412,0.279620853,0.203791469,0.085308057,0.018957346,47.4691358,0.477987421,0.245283019,0.493333333,0.16,55992,398257,0.600938967
Yes,R1,9,54,100,0.555555556,No,0.188679245,0.339622642,0.113207547,0.056603774,0.012578616,42.43478261,0.281818182,0.054545455,0.652173913,0.246376812,33980,154319,0.899371069
Yes,R3,7,20,20,0.285714286,No,0.126262626,0.313131313,0.146464647,0.070707071,0.005050505,44.94405594,0.417322835,0.212598425,0.446153846,0.107692308,70907,289817,0.842364532
Yes,R2,5,25,25,0.4,No,0.211538462,0.490384615,0.105769231,0.019230769,0,39.58823529,0.302631579,0.184210526,0.642857143,0.285714286,45549,300766,0.566037736
Yes,R2,9,62.5,25,0.222222222,No,0.181818182,0.272727273,0.181818182,0.127272727,0.036363636,46.90243902,0.476190476,0.404761905,0.45,0.1,56936,508499,0.423728814
Yes,R2,3,40,10,1,No,0.084388186,0.227848101,0.143459916,0.075949367,0.016877637,46.8245614,0.346820809,0.208092486,0.434210526,0.118421053,58998,329014,0.642857143
Yes,R3,3,10,10,0.666666667,No,0.042105263,0.084210526,0.778947368,0.642105263,0.294736842,69.50537634,0.158536585,0.12195122,1,0.578125,39341,175387,0.978021978
Yes,R4,3,60,100,0.666666667,No,0.192592593,0.422222222,0.014814815,0.007407407,0,36.83146067,0.345238095,0.226190476,0.5,0.125,78210,161620,0.970149254
Yes,R6,2,30,25,3,No,0.11440678,0.266949153,0.144067797,0.055084746,0.012711864,46.04790419,0.23178808,0.099337748,0.469879518,0.156626506,56395,123716,0.987234043
Yes,R6,3,25,25,0.333333333,No,0.096385542,0.228915663,0.222891566,0.156626506,0.054216868,50.3852459,0.266129032,0.137096774,0.652173913,0.333333333,45655,101901,0.903614458
Yes,R1,6,20,20,0.166666667,No,0.0969163,0.202643172,0.207048458,0.0969163,0.022026432,49.44578313,0.527950311,0.273291926,0.486842105,0.092105263,75084,282214,0.96
Yes,R2,13,37.5,25,0.153846154,No,0.112359551,0.314606742,0.134831461,0.078651685,0.028089888,45.12781955,0.450819672,0.336065574,0.492307692,0.184615385,81001,376935,0.892045455
Yes,R3,1,30,25,2,No,0.032786885,0.057377049,0.672131148,0.368852459,0.049180328,63.50413223,0.288461539,0.163461539,0.94520548,0.397260274,56912,291259,0.943089431
Yes,R2,8,183.3333333,100,0.375,No,0.094017094,0.213675214,0.427350427,0.307692308,0.11965812,57.31372549,0.5,0.222222222,0.846153846,0.492307692,57852,348372,0.793103448
Yes,R4,10,102,150,0.5,No,0.201058201,0.402116402,0.100529101,0.042328042,0.015873016,40.45454546,0.236641221,0.099236641,0.569444444,0.25,53591,107431,0.979057592
Yes,R1,4,50,50,1,No,0.071428571,0.157142857,0.671428571,0.514285714,0.242857143,64.87878788,0.061538462,0.030769231,1,0.456521739,25072,174354,0.945945946
Yes,R2,7,25,25,0.142857143,No,0.089795918,0.383673469,0.057142857,0.016326531,0.004081633,39.61437909,0.270676692,0.127819549,0.297297297,0.094594595,64057,200433,0.943319838
Yes,R3,3,37.5,50,0.666666667,No,0.085714286,0.247619048,0.295238095,0.161904762,0.028571429,51.49367089,0.111111111,0.083333333,0.675,0.275,44863,143553,1
Yes,R2,8,22.83333333,2,0.75,No,0.154506438,0.291845494,0.150214592,0.081545064,0.030042919,45.23668639,0.554216868,0.391566265,0.3,0.114285714,64884,650263,0.442982456
Yes,R1,8,20.71428571,20,0.875,No,0.066666667,0.188888889,0.388888889,0.277777778,0.111111111,57.73134328,0.185185185,0.055555556,0.780487805,0.43902439,31123,122707,1
Yes,R1,4,15,10,1,No,0.173913044,0.329192547,0.217391304,0.111801242,0.037267081,46.34645669,0.160714286,0.089285714,0.72972973,0.256756757,44755,151693,0.993827161
Yes,R3,8,50,50,0.125,No,0.124463519,0.30472103,0.081545064,0.042918455,0.008583691,42.49673203,0.276119403,0.171641791,0.298507463,0.074626866,70395,224794,0.983122363
Yes,R3,3,20,20,0.666666667,No,0.114864865,0.283783784,0.222972973,0.155405405,0.067567568,49.49122807,0.238095238,0.085714286,0.722222222,0.486111111,37899,270572,0.979591837
Yes,R1,2,35,50,1,No,0.078947368,0.184210526,0.315789474,0.157894737,0.032894737,52.96062992,0.457142857,0.238095238,0.694915254,0.118644068,75167,362959,0.972222222
Yes,R3,9,20.71428571,10,0.777777778,No,0.080882353,0.257352941,0.294117647,0.191176471,0.066176471,52.35,0.035714286,0,0.631578947,0.403508772,38181,131665,0.911111111
Yes,R2,0,100,100,0,Yes,0.256410256,0.52991453,0.145299145,0.076923077,0.034188034,40.9245283,0.553398058,0.388349515,0.97260274,0.493150685,41071,174492,0.973451327
Yes,R2,1,25,25,1,No,0.161538462,0.380769231,0.146153846,0.069230769,0.030769231,43.44162437,0.284946237,0.11827957,0.470588235,0.211764706,47037,305504,0.618677043
Yes,R2,12,100,100,0.416666667,No,0.070175439,0.166666667,0.24122807,0.092105263,0.02631579,51.31073446,0.622093023,0.348837209,0.56626506,0.132530121,183871,674314,0.933333333
Yes,R5,7,10,10,0.428571429,No,0.106666667,0.186666667,0.56,0.466666667,0.306666667,63.27536232,0.25,0.116666667,0.962962963,0.759259259,26959,114185,0.974025974
Yes,R1,10,10,10,0.3,No,0.100591716,0.177514793,0.360946746,0.236686391,0.094674556,55.63432836,0.512,0.44,0.640625,0.203125,78889,316798,0.926829268
Yes,R2,8,7.5,10,0.25,No,0.209090909,0.527272727,0.072727273,0.027272727,0.018181818,39.12371134,0.431818182,0.25,0.830769231,0.523076923,43256,156201,0.732142857
Yes,R5,2,75,100,1,No,0.162601626,0.317073171,0.146341463,0.073170732,0.024390244,44.45121951,0.181818182,0.077922078,0.595744681,0.255319149,34001,117692,0.918699187
Yes,R2,0,20,20,0,Yes,0.083003953,0.268774704,0.075098814,0.023715415,0.011857708,43.92814371,0.44516129,0.309677419,0.23943662,0.056338028,79406,377314,0.890243902
Yes,R1,2,20,20,1,No,0.080357143,0.223214286,0.258928571,0.116071429,0.035714286,50.71910112,0.111111111,0.074074074,0.70212766,0.234042553,37870,202179,0.925925926
Yes,R3,0,5,5,0,Yes,0.131672598,0.348754448,0.09252669,0.035587189,0.007117438,42.28497409,0.201183432,0.106508876,0.321428571,0.083333333,61088,239207,0.891696751
Yes,R4,2,10,10,0.5,No,0.13,0.37,0.08,0.04,0.01,41.28571429,0.313432836,0.149253731,0.536585366,0.268292683,58272,138580,0.97029703
Yes,R2,1,25,25,1,No,0.186046512,0.503875969,0.147286822,0.093023256,0.03875969,42.36752137,0.555555556,0.398148148,0.892857143,0.607142857,38925,305082,0.920634921
Yes,R2,6,66.66666667,100,0.5,No,0.087209302,0.162790698,0.279069767,0.145348837,0.029069767,52.66666667,0.682539683,0.531746032,0.52631579,0.087719298,110779,0,0.770588235
Yes,R5,1,185,350,2,No,0.125,0.222222222,0.416666667,0.305555556,0.138888889,56.75,0.238095238,0.079365079,0.743589744,0.564102564,42756,189466,0.94520548
Yes,R2,3,100,100,0.333333333,No,0.251908397,0.526717557,0.114503817,0.030534351,0.007633588,39.62931035,0.627272727,0.427272727,0.787878788,0.454545455,72218,289249,0.953125
Yes,R1,11,81.25,100,0.363636364,No,0.091428571,0.2,0.194285714,0.085714286,0.022857143,49.57251908,0.508064516,0.217741936,0.492063492,0.079365079,72242,221622,0.994219653
Yes,R5,2,69,100,2.5,No,0.248120301,0.421052632,0.172932331,0.082706767,0.015037594,42.60185185,0.316831683,0.108910891,0.761904762,0.285714286,40148,200783,0.969230769
Yes,R1,5,33.33333333,25,0.6,No,0.237569061,0.408839779,0.110497238,0.071823204,0.022099448,41.56164384,0.385185185,0.155555556,0.68,0.24,49347,211445,0.857923497
Yes,R2,9,22.5,20,0.222222222,No,0.189349112,0.378698225,0.094674556,0.035502959,0,40.90243902,0.290598291,0.162393162,0.538461539,0.2,59605,254455,0.930232558
Yes,R1,3,28.33333333,75,1,No,0.036585366,0.146341463,0.414634146,0.207317073,0.036585366,56.74626866,0.362068966,0.172413793,0.732394366,0.211267606,45491,221133,0.969879518
Yes,R4,9,34,25,0.555555556,No,0.174157303,0.325842697,0.106741573,0.039325843,0.005617978,42.92366412,0.355371901,0.223140496,0.544117647,0.220588235,61821,122915,0.943181818
Yes,R2,1,7.5,5,2,No,0.103174603,0.277777778,0.087301587,0.031746032,0,42.83333333,0.364705882,0.164705882,0.176470588,0,91013,337354,0.846715329
Yes,R1,9,20,10,0.222222222,No,0.131944444,0.277777778,0.340277778,0.243055556,0.104166667,53.39166667,0.13592233,0.019417476,0.835294118,0.576470588,24024,115351,0.971830986
Yes,R1,1,15,10,3,No,0.125,0.352941177,0.095588235,0.036764706,0.014705882,42.21276596,0.229885058,0.091954023,0.547169811,0.245283019,47858,143181,0.940740741
Yes,R1,4,67,50,1.25,No,0.106796117,0.262135922,0.349514563,0.242718447,0.097087379,53.46590909,0.302631579,0.171052632,0.773584906,0.396226415,45147,204320,1
Yes,R3,1,25,25,2,No,0.177419355,0.306451613,0.35483871,0.177419355,0.032258065,50.29310345,0.185185185,0.074074074,0.894736842,0.394736842,41484,154484,0.925373134
Yes,R3,3,10.66666667,5,1,No,0,0.016393443,0.868852459,0.508196721,0.114754098,68.83606557,0.087719298,0,1,0.375,30448,96935,0.96875
Yes,R2,2,25,25,1,No,0.233576642,0.452554745,0.197080292,0.109489051,0.03649635,43.27678571,0.212121212,0.101010101,0.779411765,0.441176471,31124,198679,0.635714286
Yes,R5,1,50,50,1,No,0.143968872,0.322957198,0.13229572,0.062256809,0.019455253,44.13661202,0.150289017,0.052023121,0.528089888,0.101123596,45390,152707,0.920634921
Yes,R2,3,200,200,0.666666667,No,0.166023166,0.362934363,0.138996139,0.057915058,0.015444015,42.91208791,0.227777778,0.111111111,0.4375,0.225,32070,250460,0.414728682
Yes,R5,9,20,25,0.444444444,No,0.100840336,0.285714286,0.18487395,0.067226891,0.016806723,46.77647059,0.1625,0.025,0.688888889,0.311111111,35859,80413,0.98245614
Yes,R2,1,25,25,1,No,0.098837209,0.308139535,0.180232558,0.110465116,0.029069767,46.81395349,0.291338583,0.188976378,0.630136986,0.260273973,48299,156094,0.86627907
Yes,R2,1,120,120,1,No,0.174603175,0.353174603,0.198412698,0.075396825,0.023809524,45.27918782,0.260606061,0.151515152,0.351351351,0.081081081,47827,380926,0.407843137
Yes,R3,10,50,50,0.6,No,0.223300971,0.368932039,0.291262136,0.165048544,0.048543689,47.85106383,0.186813187,0.065934066,0.893939394,0.545454546,32927,134750,0.849056604
Yes,R1,5,42.14285714,50,1.4,No,0.180722892,0.36746988,0.15060241,0.090361446,0.048192771,43.91538462,0.511811024,0.322834646,0.732394366,0.323943662,52255,267001,0.99378882
Yes,R2,0,75,75,0,Yes,0.2,0.508333333,0.05,0.016666667,0,39.72727273,0.650943396,0.481132076,0.871428571,0.485714286,59991,228721,0.829059829
