DENY,BLACK,PI_RATIO,HOUSE_INCOME,MEDIUM,HIGH,LOAN_VALUE,CONSUMER_CREDIT,MORGAGE_CREDIT,PUBLIC,DENIED_MI,SELF,SINGLE,URIA
0,0,0.4,0.18,0,0,0.604167,1,2,0,0,0,0,3.1
0,0,0.37,0.22,0,0,0.786885,3,2,0,0,0,0,3.9
0,0,0.33,0.33,0,0,0.512821,3,2,0,0,0,0,3.2
0,0,0.28,0.24,0,0,0.796875,1,1,0,0,0,0,1.8
0,0,0.36,0.31,0,0,0.631068,1,1,0,0,0,0,10.6
0,0,0.45,0.18,1,0,0.87,1,1,1,0,1,1,8.9
0,0,0.3,0.13,0,0,0.5,1,1,0,0,0,0,3.1
0,0,0.38,0.21,0,0,0.353982,1,1,0,0,1,1,3.9
0,0,0.29,0.29,0,0,0.333333,1,1,0,0,0,1,3.1
0,0,0.33,0.31,0,0,0.576923,1,1,0,0,1,0,3.9
0,0,0.21,0.21,0,0,0.462963,1,1,1,0,0,0,3.2
0,1,0.31,0.22,0,0,0.712329,1,2,0,0,0,0,1.8
0,1,0.19,0.19,0,0,0.663366,1,2,0,0,0,1,3.2
0,1,0.36,0.36,0,0,0.611111,2,2,0,0,0,1,3.2
0,1,0.35,0.28,0,0,0.688372,1,2,0,0,0,0,1.8
0,1,0.37,0.28,1,0,0.887324,5,2,0,0,0,1,3.9
0,0,0.34,0.28,0,0,0.792308,2,2,0,0,0,1,3.2
0,0,0.33,0.27,1,0,0.8,2,2,0,0,0,0,3.2
0,0,0.31,0.3,0,0,0.470238,1,2,0,0,0,1,3.2
0,0,0.3458,0.3458,0,0,0.565217,1,1,0,0,0,1,3.2
0,1,0.42,0.32,1,0,0.940909,2,2,0,0,1,0,4.3
0,1,0.38,0.28,0,1,1,5,2,0,0,0,1,3.2
0,1,0.35,0.26,0,0,0.615385,2,2,0,0,0,1,3.1
0,0,0.33,0.27,0,0,0.605769,3,2,0,0,0,0,3.2
0,1,0.24,0.24,1,0,0.884615,3,2,0,0,0,0,3.9
0,1,0.2809,0.2397,1,0,0.87619,1,2,0,0,0,0,1.8
0,0,0.32,0.32,0,0,0.732283,1,2,0,0,0,1,2
0,1,0.16,0.1,0,0,0.72,2,1,0,0,0,0,3.2
0,1,0.25,0.13,1,0,0.8,1,1,0,0,1,0,1.8
0,0,0.35,0.32,1,0,0.8,1,2,0,0,1,1,3.2
0,1,0.38,0.3,0,0,0.523529,1,2,0,0,0,0,3.2
0,1,0.32,0.31,1,0,0.809524,1,2,0,0,0,1,3.2
0,1,0.35,0.23,0,0,0.772727,2,2,0,0,0,1,3.2
0,1,0.27,0.2,0,0,0.721461,1,2,0,0,0,1,3.2
0,1,0.25,0.22,1,0,0.904762,1,2,0,0,0,0,3.9
0,1,0.29,0.22,0,1,1.013986,3,2,0,0,0,0,3.1
0,1,0.2712,0.2712,0,0,0.647619,4,2,0,0,0,0,3.2
0,1,0.32,0.27,1,0,0.847619,1,2,0,0,0,1,2
0,1,0.31,0.19,0,0,0.771429,2,2,0,0,0,1,3.2
0,1,0.37,0.23,1,0,0.819048,2,2,0,0,0,1,3.9
0,1,0.58,0.58,1,0,0.819048,4,2,0,0,0,0,3.2
0,1,0.33,0.27,1,0,0.859813,2,2,0,0,0,0,3.6
0,1,0.16,0.12,1,0,0.840625,2,1,0,0,0,1,3.2
0,1,0.38,0.31,1,0,0.8,3,2,0,0,0,1,3.2
0,1,0.34,0.31,0,0,0.727273,3,2,0,0,0,0,1.8
1,1,0.39,0.26,1,0,0.934372,2,2,0,0,0,0,3.2
1,1,0.45,0.2,1,0,0.948454,1,2,0,0,0,0,3.2
1,1,0.51,0.41,1,0,0.941176,1,2,0,0,0,1,5.3
1,1,0.43,0.33,0,0,0.794393,6,2,1,0,0,0,3.2
1,1,0.31,0.27,1,0,0.809524,6,2,0,1,0,0,3.2
1,1,0.46,0.33,0,0,0.315789,4,2,0,0,0,1,1.8
1,1,0.24,0.24,0,1,0.978261,5,2,1,0,0,1,10.6
0,1,0.22,0.19,0,1,1.95,2,1,0,1,0,0,3.2
1,1,0.22,0.19,1,0,0.95,2,1,0,1,0,0,4.3
1,1,0.18,0.05,0,0,0.1875,1,2,0,0,0,1,2
1,0,0.66,0.31,1,0,0.902564,2,2,0,0,0,1,3.2
1,1,0.59,0.24,1,0,0.941176,3,2,0,1,0,0,10.6
1,1,0.35,0.32,1,0,0.940594,3,2,1,1,0,1,3.9
1,1,0.52,0.51,1,0,0.94964,4,2,0,1,0,1,3.2
1,1,0.42,0.27,1,0,0.878571,3,2,0,1,0,0,3.2
1,1,0.41,0.34,0,1,0.993873,3,2,1,1,0,0,3.2
1,1,0.49,0.33,0,0,0.623762,1,2,0,1,0,0,3.2
1,1,0.46,0.36,0,0,0.714286,2,2,0,0,0,0,3.2
1,1,0.25,0.19,0,0,0.448,1,2,0,0,0,1,1.8
1,1,0.39,0.28,0,0,0.752688,5,2,1,1,0,1,2
1,0,0.41,0.34,1,0,0.859375,5,2,0,1,0,0,2
1,1,0.26,0.26,0,0,0.75,4,2,0,0,0,1,3.2
1,1,0.36,0.25,1,0,0.85,5,2,0,0,0,1,3.2
1,1,0.39,0.34,1,0,0.897098,5,2,0,0,0,1,3.2
1,1,0.36,0.26,1,0,0.857143,5,2,1,0,0,1,3.9
1,1,0.253,0.237,1,0,0.817308,6,2,1,1,0,0,3.9
1,1,0.83,0.49,1,0,0.945578,5,2,0,0,0,1,3.9
1,1,0.34,0.23,0,1,0.976471,1,2,0,1,0,0,2
0,0,0.26,0.26,0,0,0.552147,1,2,0,0,0,0,3.2
1,0,0.28,0.23,1,0,0.830769,2,2,0,1,1,1,3.2
1,0,0.34,0.28,1,0,0.803571,1,2,0,0,0,1,5.3
0,0,0.37,0.23,0,0,0.696721,1,1,0,0,0,1,3.2
1,0,0.23,0.18,0,0,0.608392,2,1,0,0,1,0,10.6
0,0,0.31,0.26,1,0,0.818182,1,2,0,0,0,0,3.2
0,0,0.36,0.27,0,0,0.646018,1,1,0,0,0,0,3.2
0,0,0.41,0.4,0,0,0.734694,1,2,0,0,0,0,10.6
0,0,0.31,0.3,0,0,0.798387,1,2,0,0,0,1,3.2
0,0,0.44,0.4,0,0,0.673575,2,1,0,0,0,0,5.3
0,0,0.37,0.28,0,0,0.224719,2,1,0,0,0,0,1.8
0,0,0.39,0.31,0,0,0.5,1,1,0,0,0,0,3.2
0,0,0.38,0.28,0,0,0.666667,3,1,0,0,0,0,10.6
0,0,0.45,0.21,0,0,0.307692,3,1,0,0,0,0,4.3
0,0,0.34,0.31,0,0,0.636943,1,2,0,0,0,0,2
0,0,0.34,0.22,1,0,0.8,3,1,0,0,0,1,3.1
0,0,0.36,0.32,0,0,0.669967,1,2,0,0,0,0,3.2
1,0,0.54,0.47,0,1,0.95614,6,2,1,0,0,0,3.2
0,0,0.35,0.22,1,0,0.8,1,1,0,0,0,0,3.2
0,0,0.33,0.22,0,0,0.795349,5,2,0,0,0,0,3.2
0,0,0.35,0.3,0,0,0.795349,1,1,0,0,0,0,5.3
0,0,0.31,0.28,0,0,0.65285,1,3,0,0,0,0,3.9
1,0,0.25,0.22,0,0,0.797546,3,2,0,0,0,0,3.2
0,0,0.37,0.27,1,0,0.811594,6,2,0,1,0,0,3.9
0,0,0.27,0.26,1,0,0.893939,1,2,0,0,0,0,10.6
0,0,0.27,0.2,0,0,0.426471,1,1,0,0,0,0,3.9
0,0,0.36,0.28,0,0,0.793103,1,2,0,0,0,0,5.3
0,0,0.21,0.18,0,0,0.6,1,1,0,0,0,0,3.2
0,0,0.3,0.23,1,0,0.9,1,2,0,0,0,1,3.2
0,0,0.34,0.26,1,0,0.878571,6,2,0,0,0,0,3.2
0,0,0.29,0.24,0,0,0.795,1,2,0,0,1,0,3.2
0,0,0.4,0.22,1,0,0.944,6,2,0,0,0,1,3.1
0,0,0.3,0.23,0,0,0.73125,1,2,0,0,0,0,3.2
0,0,0.26,0.26,0,0,0.188525,1,2,0,0,0,1,4.3
0,0,0.28,0.28,1,0,0.902857,1,1,0,0,0,0,3.1
0,0,0.39,0.23,0,0,0.655738,5,1,0,0,0,0,3.2
0,0,0.22,0.157,1,0,0.887417,1,1,0,0,0,0,3.2
0,0,0.281,0.221,0,0,0.589286,1,2,0,0,0,0,3.1
0,0,0.35,0.303,1,0,0.883871,5,2,0,0,0,0,5.3
0,0,0.362,0.276,1,0,0.947368,1,1,0,0,0,0,10.6
0,0,0.3448,0.2125,1,0,0.9,1,1,0,0,0,0,1.8
0,0,0.364,0.276,1,0,0.925743,1,1,0,0,1,0,3.2
0,0,0.176,0.173,0,0,0.764444,1,2,0,0,0,0,3.9
0,0,0.374,0.3172,1,0,0.933333,1,2,0,0,0,0,1.8
0,0,0.359,0.342,1,0,0.842105,2,1,0,0,0,0,3.1
0,0,0.284,0.254,0,0,0.357513,1,2,0,0,0,1,3.2
0,0,0.3361,0.3175,0,0,0.792453,1,2,0,0,0,1,3.9
0,1,0.255,0.171,0,0,0.791489,5,1,1,0,0,0,3.9
0,0,0.3111,0.3008,1,0,0.9,2,2,0,0,0,1,3.2
0,0,0.326,0.269,1,0,0.930233,1,2,0,0,0,0,2
0,0,0.3281,0.3075,0,0,0.797101,1,2,0,0,0,1,3.2
0,0,0.38,0.3,0,0,0.738255,1,1,0,0,0,0,3.9
0,0,0.322,0.313,1,0,0.8,1,2,0,0,0,0,3.2
1,0,0.316,0.212,0,0,0.661765,5,2,0,0,0,0,3.2
0,0,0.225,0.221,0,1,0.966292,1,2,0,0,0,1,3.1
0,0,0.2236,0.2169,1,0,0.943182,1,2,0,0,0,1,2
0,0,0.223,0.223,0,0,0.6875,1,2,0,0,0,1,2
0,0,0.169,0.11,1,0,0.943182,2,2,0,0,0,1,3.2
0,0,0.422,0.371,0,0,0.705202,2,2,0,0,1,1,3.2
0,0,0.3262,0.1989,0,0,0.384615,1,1,0,0,0,0,5.3
0,0,0.319,0.282,0,0,0.5,1,1,0,0,0,0,3.1
0,0,0.44,0.32,0,0,0.65035,1,2,0,0,1,1,4.3
0,1,0.382,0.266,1,0,0.8,6,2,0,0,0,0,3.2
0,0,0.304,0.245,1,0,0.879518,1,2,0,0,0,0,3.2
0,0,0.34,0.18,0,0,0.294118,2,1,1,0,1,1,10.6
0,0,0.322,0.215,0,0,0.787234,2,2,0,0,0,1,3.1
0,0,0.379,0.319,0,0,0.794872,1,2,0,0,0,0,3.1
0,0,0.65,0.44,0,0,0.571429,1,1,1,0,1,0,3.2
0,0,0.319,0.3116,0,0,0.583333,6,2,0,0,0,1,3.2
0,0,0.4075,0.299,0,0,0.704348,1,2,0,0,0,0,3.9
0,0,0.3592,0.295,1,0,0.873016,1,2,0,0,0,1,3.1
0,0,0.1956,0.1451,0,0,0.5625,1,1,0,0,0,0,3.2
0,0,0.296,0.27,0,0,0.699482,6,2,0,0,0,1,3.2
0,0,0.357,0.299,1,0,0.921569,1,1,0,0,0,1,3.1
0,0,0.362,0.217,1,0,0.947826,1,2,0,0,0,1,3.2
0,0,0.306,0.278,0,0,0.711864,5,2,0,0,0,1,3.2
0,0,0.275,0.256,1,0,0.9,1,2,0,0,0,1,3.2
0,0,0.3074,0.3023,0,0,0.575385,1,1,0,0,0,0,3.1
0,0,0.324,0.263,0,0,0.754386,1,1,0,0,1,1,3.2
0,0,0.228,0.228,0,0,0.290698,1,1,0,0,0,0,4.3
0,1,0.3749,0.3071,1,0,0.878431,1,1,0,0,0,0,3.1
0,0,0.403,0.241,0,0,0.524444,1,1,0,0,0,0,3.2
0,0,0.454,0.166,0,0,0.666667,2,1,0,0,0,0,10.6
0,0,0.278,0.167,0,0,0.511628,1,1,0,0,0,0,3.1
0,0,0.2873,0.2514,0,0,0.761905,1,1,0,0,0,0,3.2
0,0,0.266,0.212,1,0,0.89,1,2,0,0,0,0,2
0,0,0.334,0.269,1,0,0.890476,1,2,0,0,0,1,1.8
0,0,0.174,0.17,0,0,0.429885,2,2,0,0,0,1,3.2
0,0,0.333,0.268,0,0,0.775,1,2,0,0,0,0,5.3
0,0,0.333,0.33,0,0,0.464286,1,1,0,0,0,0,3.1
0,1,0.382,0.282,1,0,0.837037,1,2,0,0,0,0,3.2
0,0,0.164,0.145,0,0,0.32409,1,1,0,0,0,0,5.3
0,0,0.241,0.236,0,0,0.697674,1,2,0,0,0,1,2
0,0,0.297,0.285,0,0,0.618557,1,2,0,0,0,1,1.8
0,0,0.323,0.297,0,0,0.615385,1,2,0,0,0,1,3.2
0,0,0.29,0.15,0,0,0.774194,2,1,0,0,0,0,1.8
0,0,0.341,0.269,1,0,0.86875,1,2,0,0,0,0,3.1
0,0,0.414,0.402,0,0,0.767742,2,1,0,0,0,1,3.2
0,0,0.266,0.189,1,0,0.89441,2,2,0,0,0,0,3.1
0,0,0.2594,0.2486,0,0,0.665116,4,2,0,0,0,0,3.9
0,0,0.4899,0.2651,0,0,0.632701,1,1,0,0,1,0,3.1
0,0,0.266,0.131,0,0,0.547945,1,1,0,0,0,0,4.3
0,0,0.221,0.218,0,0,0.758197,1,2,0,0,0,0,3.9
0,0,0.4037,0.3155,1,0,0.8,1,2,0,0,0,0,3.9
0,0,0.21,0.21,0,0,0.47619,1,1,0,0,0,0,3.2
0,0,0.304,0.275,1,0,0.8,2,2,0,0,0,1,3.6
0,1,0.389,0.304,0,0,0.783784,2,2,0,0,0,1,3.2
0,0,0.375,0.276,0,0,0.779874,1,2,0,0,0,0,3.1
0,0,0.323,0.283,0,0,0.708861,1,2,0,0,0,1,1.8
0,0,0.319,0.278,0,0,0.466667,2,2,0,0,0,0,10.6
0,0,0.302,0.285,0,0,0.774468,6,1,0,0,0,0,3.2
0,0,0.3614,0.337,1,0,0.82,1,2,0,0,0,1,2
0,0,0.3,0.289,1,0,0.883871,1,2,0,0,0,0,2
0,0,0.209,0.133,0,0,0.727273,1,1,0,0,0,0,3.2
0,1,0.401,0.276,1,0,0.880952,6,1,1,0,0,1,3.2
0,0,0.33,0.062,0,0,0.798611,6,2,1,0,0,0,3.2
0,0,0.304,0.288,0,0,0.666667,1,1,0,0,0,0,3.2
0,0,0.146,0.131,0,0,0.768212,1,2,0,0,0,0,4.3
0,0,0.37,0.26,1,0,0.890411,1,2,0,0,0,1,1.8
0,0,0.24,0.24,0,0,0.630435,1,1,0,0,0,0,3.2
0,0,0.21,0.15,0,0,0.210526,1,1,0,0,0,0,10.6
0,0,0.26,0.22,0,0,0.797203,2,2,0,0,0,0,3.9
0,1,0.38,0.31,0,0,0.755556,2,1,0,0,0,1,3.2
0,0,0.26,0.26,0,0,0.78481,2,2,0,0,0,0,3.2
0,0,0.18,0.14,0,0,0.554348,3,1,1,0,1,0,4.3
0,0,0.24,0.22,0,0,0.568182,1,2,0,0,0,0,3.1
0,0,0.28,0.27,1,0,0.909091,4,2,0,0,0,1,3.9
0,0,0.25,0.09,1,0,0.829545,1,2,1,0,0,0,1.8
0,0,0.45,0.45,0,0,0.503704,1,2,0,0,0,1,3.6
0,0,0.3,0.29,0,0,0.72,1,2,0,0,0,1,3.2
0,0,0.34,0.27,1,0,0.842466,5,2,0,0,0,0,5.3
0,0,0.3,0.28,0,0,0.75,6,2,0,0,0,1,8.9
0,0,0.28,0.25,0,0,0.736,1,1,0,0,0,0,3.2
0,0,0.38,0.27,0,0,0.633484,1,1,0,0,0,0,3.9
1,0,0.34,0.31,1,0,0.8,6,2,0,0,0,0,3.2
0,0,0.35,0.28,1,0,0.907975,3,2,0,0,0,0,3.2
0,0,0.33,0.3,1,0,0.8,1,2,0,0,0,1,3.2
0,0,0.32,0.31,1,0,0.861789,1,2,0,0,0,1,1.8
0,0,0.22,0.2,0,0,0.777027,1,2,0,0,0,1,3.1
0,0,0.3,0.23,1,0,0.8,5,2,0,0,0,1,3.9
0,0,0.26,0.25,0,0,0.537037,1,1,0,0,0,0,3.1
0,0,0.34,0.29,0,0,0.731707,3,1,0,0,0,0,3.2
0,0,0.28,0.25,0,0,0.786517,1,2,0,0,0,1,3.2
0,0,0.33,0.31,1,0,0.9,2,2,0,0,1,1,3.2
0,0,0.4,0.35,1,0,0.9125,1,2,0,0,0,0,2
0,0,0.26,0.26,1,0,0.851852,1,2,0,0,0,0,5.3
0,0,0.2,0.2,0,0,0.46371,1,1,0,0,0,0,3.2
0,1,0.34,0.28,1,0,0.868421,1,2,0,0,0,1,3.2
0,0,0.33,0.25,0,0,0.377358,5,2,0,0,0,0,3.9
0,0,0.35,0.25,1,0,0.947761,1,2,0,0,0,0,5.3
0,0,0.36,0.25,1,0,0.947368,2,2,0,0,0,1,3.1
0,0,0.32,0.28,0,0,0.573684,1,2,0,0,0,1,3.9
0,0,0.32,0.25,0,0,0.49,2,2,0,0,0,0,2
0,0,0.22,0.21,1,0,0.891304,1,2,0,0,1,0,4.3
0,0,0.28,0.27,0,0,0.480851,2,1,0,0,0,0,10.6
0,0,0.28,0.26,1,0,0.949275,1,2,0,0,0,0,3.9
0,0,0.31,0.3,0,0,0.74359,1,2,0,0,0,1,3.6
0,0,0.37,0.23,0,0,0.785714,3,1,0,0,0,0,3.1
0,1,0.32,0.29,1,0,0.909836,5,2,0,0,0,0,3.2
0,0,0.39,0.23,0,0,0.505435,1,2,0,0,0,0,3.2
0,0,0.39,0.25,1,0,0.89881,2,1,0,0,0,0,2
0,0,0.18,0.12,0,0,0.55794,1,2,0,0,0,1,3.1
1,0,0.38,0.18,1,0,0.873134,1,1,0,1,0,1,4.3
0,0,0.38,0.33,0,0,0.796992,2,2,0,0,0,1,3.2
0,0,0.26,0.26,0,0,0.739583,2,2,0,0,0,1,4.3
0,0,0.36,0.31,1,0,0.922764,3,1,1,0,1,0,4.3
0,0,0.27,0.24,0,0,0.22,1,2,0,0,0,1,10.6
0,0,0.24,0.24,0,0,0.692593,1,2,0,0,1,0,3.2
0,0,0.25,0.17,0,0,0.644828,1,1,0,0,0,0,3.2
0,0,0.28,0.24,0,0,0.796296,1,2,0,0,0,1,3.2
0,0,0.39,0.28,0,0,0.47619,1,2,0,0,0,0,3.2
0,0,0.38,0.3,0,0,0.693333,2,2,0,0,0,0,2
0,0,0.15,0.13,0,0,0.214286,1,2,0,0,0,0,3.2
0,0,0.23,0.14,1,0,0.846154,1,2,0,0,0,0,3.2
0,0,0.2,0.19,1,0,0.839286,6,2,0,0,1,0,3.2
0,0,0.32,0.26,1,0,0.902027,5,3,0,0,1,0,3.2
0,0,0.35,0.2,1,0,0.8,3,2,0,0,0,0,2
0,0,0.46,0.46,0,0,0.771429,1,2,0,0,0,1,10.6
0,0,0.21,0.16,1,0,0.892473,2,2,0,0,0,0,3.2
0,0,0.31,0.25,1,0,0.902703,1,2,0,0,0,0,3.2
0,0,0.29,0.26,1,0,0.8,1,2,0,0,1,1,10.6
0,1,0.31,0.26,1,0,0.904762,1,2,0,0,0,1,2
0,0,0.33,0.2,1,0,0.8,1,2,0,0,1,0,8.9
0,0,0.33,0.2,1,0,0.8,1,2,0,0,0,0,3.2
0,0,0.43,0.27,0,0,0.5,1,1,0,0,0,0,3.2
0,0,0.37,0.32,0,0,0.775,2,2,0,0,0,0,3.2
0,0,0.34,0.31,0,0,0.774648,2,1,0,0,0,1,2
1,0,0.43,0.42,1,0,0.888158,1,2,0,1,0,1,3.9
1,0,0.36,0.35,1,0,0.835526,1,2,0,0,0,1,3.9
1,0,0.78,0.72,1,0,0.9,1,2,0,0,0,0,3.6
0,0,0.38,0.17,0,0,0.6875,1,1,0,0,0,1,2
0,0,0.37,0.31,0,0,0.649306,1,1,0,0,0,0,3.1
0,0,0.37,0.31,0,0,0.149306,1,1,0,0,0,0,3.1
0,0,0.42,0.23,0,0,0.654545,2,1,0,0,0,0,2
0,0,0.33,0.25,0,0,0.795031,2,1,0,0,0,0,3.2
0,1,0.41,0.29,1,0,0.852564,3,2,0,0,0,1,3.2
0,1,0.38,0.32,0,0,0.797203,1,2,0,0,0,0,5.3
0,0,0.33,0.33,0,0,0.774194,1,2,0,0,0,1,2
0,0,0.39,0.38,1,0,0.8,4,2,0,0,1,1,10.6
1,1,0.27,0.23,1,0,0.8,4,2,0,0,0,1,3.2
1,1,0.63,0.24,0,0,0.788889,5,2,1,0,0,1,3.2
1,0,0.43,0.38,1,0,0.803782,5,2,0,0,0,0,8.9
0,1,0.33,0.23,1,0,0.8,3,2,1,0,0,1,3.2
1,1,0.38,0.33,0,0,0.79845,2,2,0,0,0,1,2
1,1,0.37,0.18,1,0,0.805755,5,2,0,0,0,0,3.9
1,1,0.21,0.13,1,0,0.804124,6,2,1,0,1,1,3.2
0,1,0.21,0.21,1,0,0.8,3,2,0,0,0,1,3.2
0,1,0.23,0.18,0,1,1,2,2,1,0,0,0,3.9
1,0,0.57,0.36,0,1,1.028571,1,2,0,0,1,1,4.3
0,0,0.27,0.23,1,0,0.8,1,2,0,0,0,1,3.6
0,0,0.33,0.23,0,1,1,1,2,0,0,0,0,3.9
0,0,0.47,0.3,0,0,0.701559,1,1,0,0,1,0,5.3
0,0,0.32,0.29,0,0,0.735981,1,1,0,0,0,1,3.2
0,0,0.29,0.23,1,0,0.910067,6,1,0,0,0,0,3.2
0,0,0.47,0.15,0,0,0.393983,2,1,0,0,1,0,3.2
0,0,0.53,0.3,0,0,0.665323,2,1,0,0,0,0,4.3
0,0,0.31,0.31,1,0,0.803738,1,2,0,0,0,0,10.6
0,0,0.39,0.28,0,0,0.748428,2,2,0,0,0,0,3.2
0,0,0.36,0.26,1,0,0.84,4,1,0,0,0,0,3.9
0,0,0.42,0.21,0,0,0.795745,1,2,0,0,0,1,3.2
0,0,0.36,0.27,1,0,0.899371,3,2,0,0,0,0,2
0,0,0.35,0.29,0,0,0.72973,1,2,0,0,0,1,1.8
0,0,0.26,0.22,1,0,0.842342,5,2,0,0,0,1,3.2
0,0,0.22,0.21,0,0,0.463158,2,2,0,0,0,0,3.2
0,0,0.14,0.14,0,0,0.261538,1,2,0,0,0,0,3.2
0,0,0.32,0.23,0,0,0.79703,5,2,0,0,0,0,3.1
0,0,0.28,0.27,0,0,0.742991,4,2,0,0,0,1,1.8
0,1,0.37,0.3,0,0,0.771429,2,2,0,0,0,1,10.6
0,0,0.28,0.26,0,0,0.748,2,2,0,0,1,0,3.2
0,0,0.29,0.25,0,0,0.479675,2,2,0,0,0,1,4.3
0,1,0.27,0.25,1,0,0.803571,5,2,0,0,0,0,3.2
0,0,0.25,0.24,1,0,0.80303,2,2,0,0,0,1,3.1
0,0,0.26,0.18,1,0,0.8,2,2,0,0,0,0,3.1
0,0,0.3,0.29,0,0,0.37037,1,1,0,0,0,0,3.2
1,0,0.5,0.29,0,0,0.798762,2,1,0,0,0,0,3.6
0,0,0.38,0.19,0,0,0.788462,6,2,0,0,0,0,8.9
0,0,0.4,0.25,1,0,0.838188,2,2,0,0,0,0,3.2
0,0,0.34,0.28,0,0,0.792135,6,2,0,0,0,0,3.2
0,0,0.32,0.31,0,0,0.792453,1,2,0,0,0,0,3.2
0,0,0.26,0.21,0,0,0.705882,2,2,0,0,0,0,3.2
0,0,0.2,0.2,0,0,0.508475,1,2,0,0,1,0,10.6
0,0,0.29,0.23,1,0,0.844037,1,1,0,0,0,0,3.2
0,0,0.32,0.27,1,0,0.899281,3,2,0,0,0,1,10.6
1,1,0.39,0.34,0,0,0.799486,1,1,0,0,0,1,3.2
0,0,0.19,0.18,0,0,0.74375,1,2,0,0,0,1,3.1
0,0,0.37,0.32,1,0,0.898551,1,2,0,0,0,0,3.2
0,0,0.41,0.3,0,0,0.555556,1,1,0,0,0,0,3.9
1,0,0.38,0.23,0,0,0.794643,2,2,0,0,0,1,3.1
0,0,0.33,0.28,1,0,0.88,1,2,0,0,0,0,10.6
0,0,0.349,0.202,1,0,0.909248,5,1,0,0,0,1,3.2
0,0,0.384,0.303,0,0,0.431373,2,1,0,0,0,0,3.2
0,0,0.31,0.2,0,0,0.49505,1,1,0,0,0,0,2
0,0,0.27,0.27,0,0,0.184049,1,2,0,0,1,1,3.2
0,0,0.396,0.148,0,0,0.28169,1,2,0,0,0,0,3.9
0,0,0.26,0.2,0,0,0.468085,1,1,0,0,0,0,1.8
0,0,0.369,0.336,1,0,0.918519,2,2,0,0,0,0,2
1,0,0.31,0.196,0,1,1,6,4,0,0,0,0,10.6
0,0,0.353,0.31,0,0,0.428571,3,2,0,0,0,0,2
0,0,0.276,0.209,0,0,0.464481,1,1,0,0,0,0,3.2
0,0,0.31,0.31,0,0,0.297619,1,1,0,0,0,0,3.2
0,0,0.38,0.33,1,0,0.880952,1,3,0,0,0,1,3.2
0,0,0.37,0.16,0,0,0.769231,1,3,0,0,1,0,4.3
0,0,0.36,0.22,1,0,0.904762,2,2,0,0,0,0,3.9
0,0,0.35,0.23,1,0,0.913793,1,2,0,0,0,0,2
0,0,0.36,0.34,1,0,0.897959,1,2,0,0,0,1,3.2
0,0,0.396,0.16,0,0,0.789474,1,1,0,0,0,0,3.1
0,0,0.36,0.28,1,0,0.888889,2,2,0,0,0,1,3.2
0,0,0.36,0.31,1,0,0.831081,1,2,0,0,0,0,3.1
0,0,0.27,0.27,0,0,0.5,1,1,0,0,0,1,4.3
0,0,0.31,0.28,1,0,0.802632,1,1,0,0,0,0,3.2
0,0,0.34,0.28,1,0,0.8,1,2,0,0,0,0,1.8
0,0,0.29,0.24,1,0,0.9,6,2,0,0,0,0,3.2
0,0,0.42,0.42,0,0,0.775862,1,1,0,0,0,0,3.2
1,0,3,3,0,0,0.571429,1,3,0,0,1,0,10.6
0,0,0.33,0.29,1,0,0.807143,1,2,0,0,1,1,10.6
0,0,0.32,0.21,1,0,0.9,1,2,0,0,0,1,3.9
1,0,0.3,0.2,1,0,0.8,6,2,1,0,0,0,4.3
0,0,0.29,0.24,1,0,0.944444,1,2,0,0,0,0,4.3
0,0,0.28,0.17,0,0,0.62963,2,2,0,0,0,0,4.3
0,1,0.37,0.3,1,0,0.928571,2,2,0,0,0,0,3.2
0,0,0.37,0.35,1,0,0.843023,1,2,0,0,0,0,1.8
0,0,0.19,0.16,0,0,0.428571,2,2,0,0,0,1,10.6
0,0,0.36,0.29,0,0,0.549451,1,2,0,0,0,0,3.6
0,0,0.83,0.72,0,0,0.716292,3,2,0,0,0,1,3.6
0,0,0.29,0.16,0,0,0.40625,1,2,0,0,0,1,3.6
0,1,0.37,0.31,1,0,0.9,3,2,0,0,0,1,3.6
0,0,0.21,0.21,0,0,0.555556,2,2,1,0,0,0,3.6
0,0,0.21,0.19,0,0,0.551471,1,2,0,0,0,1,3.6
0,0,0.29,0.28,0,0,0.333333,2,2,0,0,0,1,3.6
0,0,0.21,0.14,0,1,0.952941,5,2,0,0,0,1,3.6
0,0,0.42,0.32,1,0,0.8,2,2,0,0,0,1,3.6
0,0,0.22,0.21,0,0,0.6875,1,2,0,0,0,0,3.6
0,0,0.27,0.23,0,0,0.698225,2,2,0,0,0,0,3.6
0,1,0.43,0.34,0,1,0.952381,1,2,0,0,0,0,3.6
1,0,0.37,0.2,1,0,0.896774,6,2,1,1,0,0,3.6
0,0,0.29,0.29,1,0,0.95,4,2,0,0,0,1,3.6
0,0,0.17,0.13,0,0,0.031511,1,2,0,0,0,0,3.6
0,0,0.34,0.24,1,0,0.901316,5,2,0,0,0,1,3.6
0,0,0.16,0.16,0,0,0.36,1,2,0,0,0,0,3.6
0,0,0.13,0.12,0,0,0.526316,2,2,0,0,0,0,3.6
0,0,0.31,0.24,0,0,0.609418,2,1,0,0,0,0,3.6
0,0,0.23,0.23,0,0,0.721477,5,2,0,0,1,0,3.6
0,0,0.2,0.18,1,0,0.8,2,1,0,0,0,1,3.6
0,0,0.21,0.19,0,0,0.298507,2,2,0,0,0,0,3.6
0,0,0.24,0.22,0,0,0.773481,2,1,0,0,0,0,3.6
