spell,censor1,censor2,censor3,censor4,ui,reprate,logwage,tenure,disrate,slack,abolpos,explose,stateur,houshead,married,female,child,ychild,nonwhite,age,schlt12,schgt12,smsa,bluecoll,mining,constr,transp,trade,fire,services,pubadmin,year85,year87,year89,midatl,encen,wncen,southatl,escen,wscen,mountain,pacific
3,1,0,0,0,0,.565,5.1590552,0,.141,0,0,1,4.3000002,1,1,0,1,0,0,30,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,.565,5.5606818,9,.141,0,1,1,4.3000002,0,1,1,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
3,0,0,1,0,1,.565,5.1590552,1,.141,1,0,0,4.3000002,0,0,0,0,0,0,35,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,.389,6.1675167,4,.097000003,0,0,1,5.7999997,1,1,0,1,0,0,35,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.60000002,5.1059456,10,.15000001,0,0,1,5.7999997,0,1,1,1,0,0,37,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.345,6.2878585,2,.086000003,1,0,0,5.7999997,1,1,0,1,0,0,38,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,.47600001,5.9661469,0,.119,1,0,1,5.7999997,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,1,0,.60000002,5.1590552,0,.15000001,1,0,1,5.7999997,1,1,0,1,1,0,21,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,.44499999,6.0330863,0,.111,1,0,0,5.7999997,1,1,0,1,1,0,31,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,1,0,0,.60000002,5.3798971,0,.15000001,1,0,0,5.7999997,1,0,1,0,0,0,21,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.60000002,5.3375382,0,.15000001,0,0,0,5.7999997,0,1,1,1,1,0,21,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6,0,0,0,1,1,.50999999,5.8971539,3,.127,1,0,1,5.7999997,1,1,0,1,1,0,26,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.60000002,5.1590552,0,.15000001,1,0,0,5.7999997,1,0,0,0,0,1,25,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,.60000002,5.3798971,0,.15000001,0,0,1,5.7999997,0,0,1,0,0,0,35,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,0,0,0,1,1,.47600001,5.9661469,12,.119,0,0,1,5.7999997,1,0,0,1,0,0,40,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,1,.27900001,6.5012898,0,.07,0,1,0,5.7999997,0,1,1,1,0,0,26,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,1,.53500003,5.8493247,0,.134,0,0,0,5.7999997,1,0,0,0,0,0,37,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,1,.44600001,6.0330863,2,.111,1,0,1,5.7999997,1,1,0,1,0,0,35,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,.185,6.9087548,5,.046,1,0,1,5.7999997,1,1,0,0,0,0,49,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,0,.60000002,4.934474,0,.15000001,0,0,0,5.7999997,0,1,1,1,1,0,31,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,1,0,0,0,0,.60000002,5.6276212,0,.15000001,0,0,0,5.7999997,0,0,1,0,0,0,27,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,0,.60000002,4.8121843,0,.15000001,1,0,0,5.7999997,0,0,0,0,0,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,.51999998,4.8675346,0,.1,0,1,1,5.1999998,0,0,1,0,0,0,21,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,.51999998,5.1590552,0,.075000003,1,0,1,5.1999998,0,0,0,0,0,0,25,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.51999998,4.9972124,5,.088,0,0,1,5.1999998,1,1,0,1,0,0,42,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,0,0,0,1,1,.51999998,5.2729998,1,.067000002,1,0,1,5.1999998,0,0,0,1,0,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.45300001,5.6276212,1,.046999998,0,0,0,5.1999998,1,1,0,1,0,0,38,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,.331,5.9401712,0,.034000002,1,0,0,5.1999998,0,1,1,0,0,0,41,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
14,0,0,0,1,1,.51999998,5.3375382,2,.063000001,1,0,0,5.1999998,0,1,1,1,0,0,45,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,.18000001,6.5510802,1,.018999999,0,1,0,5.1999998,1,1,0,1,0,0,44,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9,0,0,0,1,1,.18099999,6.5424719,2,.018999999,0,1,0,5.1999998,1,1,0,1,0,0,35,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,1,0,0,0,1,.37799999,5.8081427,2,.039000001,1,0,0,5.1999998,1,1,0,1,0,0,29,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,1,0,0,1,.264,6.1675167,5,.027000001,1,0,1,5.1999998,0,1,1,1,1,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,0,0,0,1,.51999998,5.1590552,0,.075000003,0,0,0,5.1999998,1,1,0,1,1,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.64999998,5.5606818,2,.21600001,1,0,1,5.6999998,1,1,0,1,0,0,50,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,1,0,1,.64999998,4.4659081,0,.21600001,0,0,1,5.6999998,1,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,0,0,0,0,0,.52899998,5.9661469,0,.176,0,0,1,5.6999998,1,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,0,0,1,0,0,.64999998,5.3798971,0,.21600001,1,0,0,5.6999998,0,0,1,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,0,0,0,0,1,.56699997,5.8971539,12,.189,0,0,1,5.6999998,0,1,1,1,0,0,43,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,.64999998,5.1590552,0,.21600001,1,0,0,5.6999998,1,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,.64999998,5.6937323,2,.21600001,0,0,1,5.6999998,1,0,1,0,0,0,34,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2,0,1,0,0,0,.64999998,5.5606818,1,.21600001,1,0,0,5.6999998,0,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,0,0,0,1,0,.64999998,4.8675346,0,.21600001,0,0,1,5.6999998,0,0,0,0,0,1,29,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
18,0,1,0,0,1,.64999998,5.655992,3,.21600001,0,0,0,5.6999998,1,0,0,0,0,0,31,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15,1,0,0,0,1,.458,6.1114674,11,.152,0,1,1,5.6999998,0,1,0,0,0,0,44,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,1,0,0,0,0,.34099999,6.4052286,8,.114,0,1,0,5.6999998,0,1,0,1,0,0,40,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,.52899998,5.9661469,0,.176,0,0,1,5.6999998,1,0,0,0,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,.21600001,6.8617115,8,.071999997,0,0,1,5.6999998,1,1,0,0,0,0,55,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
7,0,0,1,0,1,.5,5.3798971,12,.02,0,0,0,7.7999997,1,0,0,0,0,1,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,0,1,0,0,1,.5,5.3798971,3,.02,1,0,1,7.7999997,1,1,0,1,1,1,27,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,0,0,0,0,.5,4.7273879,1,.037999999,1,0,1,7.7999997,1,1,0,1,1,1,22,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
13,0,0,0,1,1,.44600001,5.6419072,2,.015,0,1,0,7.7999997,1,1,0,1,0,0,46,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2,1,0,0,0,0,.5,5.3375382,0,.021,1,0,0,7.7999997,0,1,1,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4,0,0,0,1,1,.28999999,6.0730443,0,.0099999998,0,0,0,7.7999997,1,1,0,1,1,0,35,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
14,0,0,0,1,1,.5,4.7621741,1,.037,1,0,0,7.7999997,0,1,1,1,0,1,40,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1,0,0,0,0,.414,5.7170277,6,.014,0,0,0,7.7999997,1,1,0,1,1,0,38,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,1,0,0,1,.5,4.7621741,8,.037,1,0,1,7.7999997,0,1,1,1,0,1,29,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,1,0,0,0,0,.25099999,6.2166061,1,.0089999996,1,0,0,7.7999997,1,1,0,0,0,0,56,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7,1,0,0,0,0,.5,4.6539602,0,.041000001,0,1,0,7.7999997,1,0,0,0,0,0,30,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
9,0,0,0,1,1,.5,5.0498562,3,.028000001,1,0,0,7.7999997,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4,1,0,0,0,0,.398,6.1268692,4,.089000002,0,1,1,4,1,0,0,0,0,0,42,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,0,1,1,.55299997,5.3798971,8,.138,0,0,1,4,1,1,0,1,1,0,33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,0,0,0,1,1,.55299997,5.3798971,1,.138,0,0,1,4,1,1,0,1,0,0,40,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,0,0,0,1,1,.41999999,6.0730443,8,.093999997,1,0,1,4,1,1,0,0,0,0,55,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,.257,6.5652652,0,.057,1,0,0,4,1,1,0,0,0,0,57,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,0,1,0,0,0,.34999999,6.2557502,3,.078000002,1,0,1,4,1,1,0,0,0,0,43,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,0,0,0,0,0,.41999999,6.0730443,8,.093999997,1,0,1,4,1,1,0,0,0,0,50,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8,0,0,0,1,0,.55299997,5.7430034,0,.131,0,1,1,4,0,0,0,0,0,0,38,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,0,0,1,0,1,.55299997,5.1590552,0,.138,1,0,0,4,0,0,1,0,0,0,23,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2,0,0,1,0,1,.41999999,6.0730443,2,.093999997,0,0,0,4,1,1,0,1,1,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,1,0,0,0,1,.55299997,5.6276212,1,.138,1,0,1,4,0,1,0,0,0,0,41,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3,0,0,0,0,0,.5,5.5606818,8,.2,1,0,0,7.2000003,1,0,0,0,0,0,26,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17,1,0,0,0,0,.29899999,6.4085288,4,.119,1,0,0,7.2000003,1,1,0,1,1,1,39,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,0,0,1,0,1,.5,5.3798971,2,.2,1,0,0,7.2000003,0,1,1,0,0,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,1,.5,5.7170277,6,.2,0,0,1,7.2000003,1,1,0,1,1,0,37,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,0,0,0,0,.5,5.3798971,4,.2,0,0,0,7.2000003,1,0,0,0,0,1,22,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5,0,0,0,1,1,.5,5.3936276,4,.2,0,0,0,7.2000003,0,0,0,0,0,1,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,1,0,0,0,1,.5,5.6454468,2,.2,1,0,1,7.2000003,1,0,0,0,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,1,0,0,0,.5,5.1817837,1,.2,0,1,1,7.2000003,0,1,1,1,0,0,35,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4,0,1,0,0,0,.5,4.7273879,0,.2,0,0,0,7.2000003,0,1,1,0,0,0,55,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7,1,0,0,0,1,.5,5.1590552,3,.2,1,0,1,7.2000003,0,0,0,0,0,1,29,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3,1,0,0,0,1,.5,5.5606818,7,.2,0,0,1,7.2000003,1,1,0,1,1,0,35,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11,1,0,0,0,1,.5,5.6167712,0,.2,0,1,0,7.2000003,1,0,1,0,0,0,32,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,1,0,0,.5,5.3798971,1,.2,1,0,0,7.2000003,1,1,0,1,0,0,43,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,1,0,0,1,.46399999,5.9661469,4,.186,1,0,1,7.2000003,1,1,0,1,1,0,22,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,0,0,0,1,0,.51999998,5.3375382,0,.104,1,0,1,8.6000004,0,0,0,0,0,0,27,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,0,0,0,1,1,.51999998,5.5606818,13,.082999997,0,0,1,8.6000004,1,0,0,0,0,0,32,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,0,0,0,1,1,.51999998,5.3798971,13,.1,0,0,1,8.6000004,0,0,1,0,0,0,51,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,0,0,0,0,0,.51999998,4.9628448,0,.152,1,0,0,8.6000004,0,0,0,1,0,0,21,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
13,0,0,0,1,1,.51999998,5.4930615,6,.089000002,0,0,1,8.6000004,0,1,1,0,0,0,53,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,0,0,0,.51999998,5.1590552,4,.125,0,0,1,8.6000004,0,1,1,0,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11,1,0,0,0,0,.51999998,4.934474,0,.156,0,0,1,8.6000004,0,0,1,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,0,1,0,.51999998,4.7621741,0,.185,0,0,1,8.6000004,0,0,0,1,0,0,20,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,0,1,0,0,.51999998,5.1590552,0,.125,0,0,0,8.6000004,0,0,0,1,0,0,20,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3,0,1,0,0,0,.51999998,5.2257466,1,.117,0,0,1,8.6000004,0,1,1,1,0,0,36,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0,1,0,0,.51999998,4.7273879,16,.192,0,0,0,8.6000004,1,1,1,1,0,0,34,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4,0,0,0,1,1,.51999998,5.5606818,2,.082999997,1,0,0,8.6000004,1,1,0,1,1,0,29,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0,0,1,0,0,.51999998,4.7957907,0,.17900001,0,0,0,8.6000004,0,1,1,1,1,0,22,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,1,0,0,0,1,.51999998,5.1590552,1,.125,1,0,0,8.6000004,1,1,0,0,0,0,41,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
15,0,0,0,1,1,.51999998,5.7170277,5,.071000002,1,0,1,8.6000004,1,1,0,1,0,0,30,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5,0,1,0,0,0,.5,5.3798971,0,.15000001,0,0,0,4.5999999,0,1,1,0,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7,1,0,0,0,1,.47799999,5.9322453,0,.14300001,0,0,1,4.5999999,1,0,1,1,0,0,34,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.41600001,6.0730443,1,.125,1,0,0,4.5999999,1,1,0,1,1,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,.5,5.1590552,2,.15000001,0,0,0,4.5999999,1,1,0,1,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,0,1,0,0,.208,6.7661915,0,.061999999,0,0,1,4.5999999,1,1,0,1,1,0,40,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,1,0,0,0,1,.5,5.6347895,1,.15000001,0,0,0,4.5999999,1,0,1,1,0,0,32,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
12,0,0,0,1,1,.5,5.2522736,7,.15000001,1,0,0,4.5999999,0,1,1,1,0,0,47,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4,1,0,0,0,0,.5,5.1590552,0,.15000001,0,0,0,4.5999999,0,0,0,0,0,0,20,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
5,0,1,0,0,0,.5,4.8362818,0,.15000001,1,0,0,4.5999999,1,0,1,0,0,0,54,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,1,.347,6.2557502,0,.104,0,0,1,4.5999999,0,0,0,0,0,0,31,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,0,.5,5.1590552,3,.15000001,0,0,1,4.5999999,1,1,0,1,1,0,23,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,0,.5,5.1590552,1,.15000001,0,0,1,4.5999999,0,1,1,1,1,1,27,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.5,5.3375382,0,.15000001,1,0,0,4.5999999,1,1,0,1,1,1,30,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.461,5.7430034,2,.092,1,0,0,6.7000003,1,1,0,0,0,0,26,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,0,.5,4.7957907,0,.1,0,0,0,6.7000003,0,1,1,1,1,0,33,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.5,4.8675346,0,.1,0,0,0,6.7000003,1,1,0,1,0,0,42,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,1,0,0,.5,5.5606818,1,.1,0,0,0,6.7000003,1,1,0,1,1,0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11,0,0,0,0,0,.39199999,5.9053617,6,.078000002,0,0,1,6.7000003,0,1,1,1,0,0,33,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,0,0,.221,6.4785094,1,.044,0,1,0,6.7000003,1,0,0,0,0,0,34,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,0,0,0,0,.47400001,5.7170277,12,.094999999,0,0,1,6.7000003,1,1,0,1,1,0,36,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,.255,6.3350544,1,.050999999,1,0,0,6.7000003,1,0,0,0,0,0,21,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,0,0,.5,5.0998664,4,.1,0,0,1,6.7000003,1,0,0,0,0,0,37,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5,0,0,0,1,1,.5,5.2983174,0,.1,1,0,1,6.7000003,1,0,1,1,0,0,33,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,0,0,1,1,.398,5.891644,0,.079999998,0,0,0,6.7000003,1,0,1,1,0,0,31,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0,1,0,0,.5,5.3798971,0,.1,0,1,0,6.7000003,1,0,1,0,0,0,36,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26,0,0,0,1,1,.31600001,6.1224928,3,.063000001,1,0,1,6.7000003,1,1,0,1,1,1,45,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,1,0,0,1,.33199999,6.0730443,0,.066,1,0,1,6.7000003,1,1,0,0,0,0,61,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16,0,0,0,0,1,.33199999,6.0730443,4,.066,1,0,0,6.7000003,1,1,0,1,0,0,35,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,0,1,0,0,1,.5,5.2729998,1,.1,1,0,0,6.7000003,0,1,1,0,0,0,25,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,0,0,1,0,.30500001,6.1862087,1,.045000002,1,0,1,4.0999999,1,1,0,0,0,0,56,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,1,1,.428,5.8493247,2,.063000001,0,0,0,4.0999999,1,0,1,1,0,0,38,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,1,.428,5.8493247,1,.063000001,1,0,1,4.0999999,1,0,0,1,0,0,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,.56999999,5.5606818,3,.082999997,1,0,0,4.0999999,0,1,1,1,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,.285,6.2557502,16,.041999999,0,0,0,4.0999999,1,1,0,1,0,0,36,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,1,0,0,0,1,.222,6.5042882,5,.032000002,1,0,0,4.0999999,0,1,0,0,0,0,42,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,1,1,.51800001,5.655992,12,.075999998,1,0,1,4.0999999,0,1,1,1,0,0,41,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,1,0,0,0,1,.285,6.2557502,1,.041999999,0,0,1,4.0999999,1,1,0,0,0,0,27,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,0,0,1,0,1,.51999998,5.1929569,14,.0099999998,0,0,1,2.5999999,0,0,0,0,0,0,60,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1,1,0,0,0,0,.26899999,6.6489844,1,.0020000001,1,0,1,2.5999999,1,0,0,0,0,0,50,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,0,0,0,1,0,.51999998,5.7838254,0,.0049999999,0,0,0,2.5999999,0,1,1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
13,0,0,0,1,1,.38999999,6.280396,15,.078000002,0,0,1,4.0999999,1,0,0,1,1,0,50,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
